time,ele,lat,lon,speed,encoding_latency,network_latency,total_latency,number_of_satellites,image_sequence_number,stream_id,x_merc,y_merc,antennas,buildings,avg_build_height
2018-12-27 20:08:41,0.0,37.29406155555558,126.97775522222219,15.212721100953353,67.37777777777778,212.37777777777777,279.75555555555553,8.777777777777779,1186.0,2.1555555555555554,14135099.053410709,4480174.822858102,0,2,0.0
2018-12-27 20:08:42,0.0,37.294024326530646,126.9777263469389,17.531081961449562,69.0,206.46938775510205,275.46938775510205,8.693877551020408,1233.0,2.326530612244898,14135095.839028876,4480169.613397321,0,1,0.0
2018-12-27 20:08:43,0.0,37.29397171739131,126.97770832608688,21.851910607445923,67.6086956521739,203.47826086956522,271.0869565217391,8.804347826086957,1280.5,2.4347826086956523,14135093.832956806,4480162.251800157,0,1,0.0
2018-12-27 20:08:44,0.0,37.29390553061222,126.97769077551025,27.108109110737683,69.24489795918367,211.91836734693877,281.16326530612247,9.0,1328.0,2.4489795918367347,14135091.879235553,4480152.990291099,0,1,0.0
2018-12-27 20:08:45,0.0,37.293827886792414,126.97767433962254,31.553899722779803,69.05660377358491,286.1509433962264,355.20754716981133,9.0,1379.0,2.5849056603773586,14135090.0496009,4480142.125609919,0,2,0.0
2018-12-27 20:08:46,0.0,37.29375173684212,126.97765689473685,31.019762426669395,69.52631578947368,304.86842105263156,374.39473684210526,9.0,1424.5,2.3421052631578947,14135088.10764511,4480131.469976436,0,2,0.0
2018-12-27 20:08:47,0.0,37.293670425531914,126.97763214893628,33.52695863521126,67.85106382978724,217.3404255319149,285.1914893617021,8.680851063829786,1467.0425531914893,2.3617021276595747,14135085.35295519,4480120.09212774,0,2,0.0
2018-12-27 20:08:48,0.0,37.29359452083333,126.97761314583333,31.01627575963623,69.5,205.85416666666666,275.3541666666667,8.0,1514.4583333333333,2.5416666666666665,14135083.237539446,4480109.47083445,0,2,0.0
2018-12-27 20:08:49,0.0,37.293525543478275,126.97759767391298,28.079338243273842,69.69565217391305,212.7608695652174,282.45652173913044,7.782608695652174,1561.5,2.152173913043478,14135081.51521315,4480099.818888962,0,2,0.0
2018-12-27 20:08:50,0.0,37.29346317777776,126.97758633333329,25.253225069058647,69.91111111111111,202.6888888888889,272.6,8.0,1607.0,2.111111111111111,14135080.252785595,4480091.092114563,0,2,0.0
2018-12-27 20:08:51,0.0,37.293407259999974,126.97757157999999,22.897368593459365,69.44,203.78,273.22,8.0,1654.52,2.3,14135078.610452045,4480083.267598141,0,2,0.0
2018-12-27 20:08:52,0.0,37.29334866666668,126.97755464583328,24.09395202438734,68.41666666666667,201.60416666666666,270.0208333333333,8.0,1703.4791666666667,2.4166666666666665,14135076.72534923,4480075.0687002605,0,2,0.0
2018-12-27 20:08:53,0.0,37.29328597872342,126.97753802127662,25.675216104625015,69.14893617021276,209.6595744680851,278.8085106382979,8.0,1751.0,2.021276595744681,14135074.874712046,4480066.296855377,0,1,0.0
2018-12-27 20:08:54,0.0,37.293215434782624,126.97751510869567,29.199008532566612,69.78260869565217,215.8913043478261,285.67391304347825,8.565217391304348,1797.5,2.130434782608696,14135072.324095203,4480056.425739404,0,2,0.0
2018-12-27 20:08:55,0.0,37.29313202173914,126.9774849565217,34.78255968279712,68.56521739130434,206.7391304347826,275.30434782608694,8.717391304347826,1843.5,2.347826086956522,14135068.96757055,4480044.75387965,0,2,0.0
2018-12-27 20:08:56,0.0,37.29304242592592,126.9774579814815,36.92111451344561,68.11111111111111,208.96296296296296,277.0740740740741,9.0,1893.5,2.240740740740741,14135065.964722812,4480032.216888785,0,2,0.0
2018-12-27 20:08:57,0.0,37.292954782608696,126.97743308695654,36.008647386395715,71.3913043478261,218.52173913043478,289.9130434782609,9.0,1943.5217391304348,2.347826086956522,14135063.19347697,4480019.953121837,0,1,0.0
2018-12-27 20:08:58,0.0,37.29287391489362,126.97741031914892,33.21071688362352,69.44680851063829,215.70212765957447,285.1489361702128,8.957446808510639,1989.9787234042553,2.148936170212766,14135060.658976218,4480008.637465012,0,1,0.0
2018-12-27 20:08:59,0.0,37.292793568181814,126.97738622727273,33.10240180862159,69.0,217.61363636363637,286.6136363636364,9.0,2035.5,2.090909090909091,14135057.977080828,4479997.394723175,0,1,0.0
2018-12-27 20:09:00,0.0,37.29272433333332,126.97735487500002,29.49146390893321,71.04166666666667,230.6875,301.7291666666667,9.0,2081.5,2.3125,14135054.486961795,4479987.70685,0,0,0.0
2018-12-27 20:09:01,0.0,37.292646333333316,126.97730904444441,34.50496668063796,68.13333333333334,219.44444444444446,287.5777777777778,9.177777777777777,2128.0,2.3555555555555556,14135049.385127684,4479976.792500007,0,0,0.0
2018-12-27 20:09:02,0.0,37.29257825490199,126.97725180392156,32.82328582667798,69.68627450980392,213.7450980392157,283.4313725490196,8.980392156862745,2176.0,2.3333333333333335,14135043.013141826,4479967.266460198,0,0,0.0
